sentence,label
I practiced my appointment with the counselor during the day,1
I noticed the laptop was dusty while I was gardening before bed,0
I talked to Ivan about volunteering for two hours,0
I practiced my weight check with the dermatologist after breakfast,1
I updated my son about my dizziness in the afternoon,1
I practiced volunteering for a few minutes at night,0
I practiced my insulin shot with the massage therapist during the day,1
I noticed the decorations was dusty while I was playing a game after breakfast,0
I spent for a few minutes cooking dinner with Bob in the morning,0
I practiced my insulin shot with the chiropractor after dinner,1
I spent for an hour going for a walk with Judy during the day,0
I practiced my health monitoring with the endocrinologist after dinner,1
I practiced my health monitoring with the gastroenterologist in the afternoon,1
I spent for two hours cooking dinner with Frank during the day,0
I practiced my social engagement with the rheumatologist before bed,1
I invited Bob over for some volunteering at night,0
I practiced my weight check with the nurse at night,1
I spent for a short time gardening with Grace after dinner,0
my friend helped me with my symptom tracking at night,1
I misplaced the cleaning supplies while I was mopping the floor after breakfast,0
I spent for two hours painting with Ivan during the day,0
I practiced my hygiene routine with the herbalist after breakfast,1
my neighbor helped me with my mental health check-in in the afternoon,1
I practiced my mobility practice with the counselor in the afternoon,1
I practiced my hygiene routine with the rheumatologist before bed,1
I invited Alice over for some meditation after breakfast,0
I noticed the furniture was dusty while I was cooking dinner before bed,0
I practiced my health monitoring with the dentist in the afternoon,1
I spent for a while listening to music with Ivan in the morning,0
I updated my friend about my fatigue at night,1
I practiced my exercise with the optometrist in the morning,1
I practiced my appointment with the specialist after dinner,1
I was using the e-reader to look up more about volunteering in the afternoon,0
I noticed the laptop was dusty while I was reading a book after breakfast,0
I talked to Bob about fishing for two hours,0
I practiced my insulin shot with the urologist during the day,1
my companion helped me with my sleep routine in the morning,1
my family member helped me with my social engagement in the evening,1
I was using the smartwatch to look up more about doing puzzles at night,0
I was using the e-reader to look up more about traveling in the morning,0
I was using the speaker to look up more about bird watching in the morning,0
my neighbor helped me with my health monitoring at night,1
I spent for a few minutes painting with Ivan in the morning,0
my companion helped me with my blood test after dinner,1
I practiced my physio session with the neurologist before bed,1
I spent for a short time cooking dinner with Judy at night,0
I noticed the newspaper was dusty while I was watching a movie after dinner,0
my companion helped me with my symptom tracking after breakfast,1
I spent for a while reading a book with Charlie before bed,0
I spent for a short time watching a movie with Alice after breakfast,0
I talked to Eve about volunteering for an hour,0
I practiced my hygiene routine with the cardiologist in the evening,1
I talked to David about photography for a while,0
I practiced my insulin shot with the neurologist before bed,1
I noticed the TV was dusty while I was watching a movie in the evening,0
I talked to Judy about volunteering for a few minutes,0
I was using the smartwatch to look up more about writing in the afternoon,0
my family member helped me with my therapy during the day,1
I practiced my cognitive exercises with the podiatrist after dinner,1
I practiced my cognitive exercises with the urologist in the afternoon,1
